Dia;Dia;TM;TX;TN;HRM;PPT;PM;Volum
2009-08-24;2009-08-24;23.0;32.8;16.9;53.0;0.0;913.9;88.648201
2009-08-25;2009-08-25;20.4;28.5;16.3;62.0;0.5;914.2;88.362061
2009-08-26;2009-08-26;19.1;29.0;15.1;79.0;1.8;917.8;88.044885
2009-08-27;2009-08-27;22.4;30.8;17.6;62.0;0.0;920.1;87.79171600000002
2009-08-28;2009-08-28;22.9;30.9;18.0;59.0;0.1;919.6;87.53905400000002
2009-08-29;2009-08-29;19.1;26.5;15.3;79.0;0.0;919.9;87.286901
2009-08-30;2009-08-30;19.7;28.9;13.9;75.0;0.0;919.8;87.003837
2009-08-31;2009-08-31;20.3;28.1;14.9;81.0;0.0;919.3;86.75276600000002
2009-09-01;2009-09-01;21.0;29.2;14.6;80.0;15.1;919.0;86.470925
2009-09-02;2009-09-02;19.4;24.7;13.9;86.0;0.0;917.8;86.220947
2009-09-03;2009-09-03;20.6;28.4;16.2;82.0;0.0;916.0;85.90920600000003
2009-09-04;2009-09-04;18.9;25.4;13.7;82.0;3.5;917.6;85.62934
2009-09-05;2009-09-05;16.0;24.5;8.6;69.0;0.0;921.5;85.319168
2009-09-06;2009-09-06;18.3;28.2;11.3;73.0;0.0;921.7;85.009843
2009-09-07;2009-09-07;18.7;27.7;13.1;67.0;0.0;922.3;84.73218299999998
2009-09-08;2009-09-08;18.7;27.1;13.8;62.0;0.0;921.8;84.424492
2009-09-09;2009-09-09;18.8;27.7;13.8;55.0;0.0;921.9;84.14831
2009-09-10;2009-09-10;20.0;29.3;13.4;49.0;0.0;922.8;83.842262
2009-09-11;2009-09-11;17.9;26.8;12.8;67.0;3.3;921.0;83.537074
2009-09-12;2009-09-12;15.1;24.1;12.6;84.0;7.8;917.9;83.263132
2009-09-13;2009-09-13;15.7;23.0;12.2;78.0;4.0;917.0;82.989869
2009-09-14;2009-09-14;14.1;21.4;10.8;89.0;9.7;912.4;82.687023
2009-09-15;2009-09-15;10.7;13.4;7.6;95.0;0.8;911.4;82.56611099999998
2009-09-16;2009-09-16;12.2;20.0;6.2;76.0;0.0;910.0;82.47551
2009-09-17;2009-09-17;13.7;21.4;8.5;76.0;3.7;913.2;82.38498
2009-09-18;2009-09-18;12.4;18.1;8.2;86.0;0.7;913.1;82.234254
2009-09-19;2009-09-19;12.0;18.6;7.4;84.0;0.0;917.8;82.113814
2009-09-20;2009-09-20;13.1;19.6;8.8;83.0;5.2;920.0;81.963437
2009-09-21;2009-09-21;14.0;21.0;8.6;81.0;1.4;921.0;81.813252
2009-09-22;2009-09-22;16.3;21.9;11.6;67.0;0.1;922.8;81.42365799999997
2009-09-23;2009-09-23;17.2;23.0;12.7;66.0;0.0;923.8;81.42365799999997
2009-09-24;2009-09-24;18.6;27.0;13.2;50.0;0.0;921.1;81.244275
2009-09-25;2009-09-25;17.8;25.4;12.3;69.0;0.2;920.5;81.035333
2009-09-26;2009-09-26;15.8;23.8;12.2;83.0;1.6;921.6;80.886312
2009-09-27;2009-09-27;16.1;22.6;11.5;72.0;0.0;922.5;80.677994
2009-09-28;2009-09-28;16.3;21.6;12.0;60.0;0.0;922.1;80.470038
2009-09-29;2009-09-29;17.5;23.9;12.3;56.0;0.0;920.5;80.292078
2009-09-30;2009-09-30;16.7;24.1;12.5;66.0;0.0;917.7;80.173586
2009-10-01;2009-10-01;15.5;24.2;11.0;78.0;0.9;916.9;79.99606999999997
2009-10-02;2009-10-02;14.4;21.5;10.2;81.0;0.2;916.9;79.848345
2009-10-03;2009-10-03;13.1;20.3;8.1;77.0;0.0;918.1;79.700805
2009-10-04;2009-10-04;15.1;23.2;9.1;68.0;0.0;918.3;79.524004
2009-10-05;2009-10-05;18.5;28.3;12.5;59.0;0.0;919.2;79.288688
2009-10-06;2009-10-06;18.8;26.2;14.0;60.0;0.0;920.8;79.171208
2009-10-07;2009-10-07;19.3;24.1;15.0;54.0;0.0;920.0;79.053848
2009-10-08;2009-10-08;18.0;24.9;13.8;66.0;2.6;916.9;78.90731600000002
2009-10-09;2009-10-09;15.9;23.0;11.7;78.0;0.0;918.5;78.70248199999997
2009-10-10;2009-10-10;14.8;21.8;12.0;89.0;1.6;919.3;78.46883100000002
2009-10-11;2009-10-11;14.9;22.3;10.8;79.0;0.0;919.3;78.264776
2009-10-12;2009-10-12;15.0;23.1;8.6;61.0;0.0;917.8;78.090161
2009-10-13;2009-10-13;13.3;22.2;6.5;60.0;0.0;919.9;77.857754
2009-10-14;2009-10-14;12.7;20.2;8.7;69.0;0.0;917.4;77.62581999999998
2009-10-15;2009-10-15;9.7;17.6;4.8;75.0;0.0;916.0;77.423265
2009-10-16;2009-10-16;7.1;15.6;0.6;56.0;0.0;919.5;77.192215
2009-10-17;2009-10-17;8.3;16.8;2.2;55.0;0.0;916.7;76.961636
2009-10-18;2009-10-18;8.0;15.4;2.9;50.0;0.0;915.6;76.731528
2009-10-19;2009-10-19;7.8;14.9;1.9;78.0;0.0;913.9;76.501891
2009-10-20;2009-10-20;10.6;11.9;9.1;93.0;21.4;907.8;76.35860699999998
2009-10-21;2009-10-21;9.4;12.3;5.1;95.0;21.4;902.3;76.44455500000002
2009-10-22;2009-10-22;8.1;11.9;4.3;86.0;5.9;901.1;77.770723
2009-10-23;2009-10-23;11.0;17.1;7.0;68.0;0.0;914.0;78.556395
2009-10-24;2009-10-24;12.8;20.1;7.1;85.0;0.0;917.7;78.995213
2009-10-25;2009-10-25;15.0;19.4;12.5;86.0;0.2;918.4;79.229933
2009-10-26;2009-10-26;14.0;18.2;10.2;92.0;0.0;918.7;79.435705
2009-10-27;2009-10-27;12.9;19.5;8.6;92.0;0.1;919.4;79.524004
2009-10-28;2009-10-28;13.7;20.1;9.4;88.0;0.0;920.6;79.612371
2009-10-29;2009-10-29;14.8;21.7;10.1;74.0;0.0;919.7;79.64184200000003
2009-10-30;2009-10-30;15.9;21.7;11.3;61.0;0.0;921.5;79.64184200000003
2009-10-31;2009-10-31;13.6;19.9;10.8;87.0;0.0;924.2;79.612371
2009-11-01;2009-11-01;12.9;16.7;10.9;94.0;0.0;919.4;79.58290799999997
2009-11-02;2009-11-02;10.2;14.1;4.1;84.0;1.7;911.2;79.524004
2009-11-03;2009-11-03;8.0;17.2;2.3;84.0;0.0;908.0;79.46513
2009-11-04;2009-11-04;7.5;13.6;3.6;93.0;0.7;904.2;79.406286
2009-11-05;2009-11-05;5.2;11.8;1.4;83.0;0.0;905.2;79.347472
2009-11-06;2009-11-06;4.4;12.6;-0.3;85.0;0.0;909.9;79.229933
2009-11-07;2009-11-07;4.2;10.9;0.7;94.0;2.7;907.5;79.141857
2009-11-08;2009-11-08;3.6;11.2;-1.8;77.0;0.0;902.9;79.083177
2009-11-09;2009-11-09;5.0;10.5;0.1;55.0;0.0;906.5;79.024527
2009-11-10;2009-11-10;3.3;6.3;-0.8;63.0;0.0;910.9;78.965906
2009-11-11;2009-11-11;5.8;12.6;0.7;82.0;0.0;910.5;78.87803100000002
2009-11-12;2009-11-12;8.6;12.4;5.9;87.0;0.0;914.3;78.790223
2009-11-13;2009-11-13;9.7;15.4;6.1;85.0;0.0;916.9;78.70248199999997
2009-11-14;2009-11-14;10.7;16.5;6.3;73.0;0.0;917.0;78.614807
2009-11-15;2009-11-15;12.8;19.2;6.6;61.0;0.0;916.4;78.527199
2009-11-16;2009-11-16;13.6;20.0;9.3;51.0;0.0;915.8;78.46883100000002
2009-11-17;2009-11-17;14.7;21.7;10.8;55.0;0.0;919.2;78.38133499999998
2009-11-18;2009-11-18;12.6;18.4;9.1;61.0;0.0;922.8;78.323041
2009-11-19;2009-11-19;13.3;17.5;9.4;58.0;0.0;922.9;78.23565500000002
2009-11-20;2009-11-20;11.1;17.1;7.8;55.0;0.0;924.8;78.177435
2009-11-21;2009-11-21;10.2;15.0;7.6;85.0;0.0;925.8;78.090161
2009-11-22;2009-11-22;8.8;14.2;6.2;96.0;0.3;923.2;78.061084
2009-11-23;2009-11-23;7.5;13.8;4.2;89.0;0.0;925.5;77.97389799999998
2009-11-24;2009-11-24;6.8;13.4;3.8;88.0;0.0;924.4;77.857754
2009-11-25;2009-11-25;9.0;15.7;4.8;52.0;0.0;918.3;77.74172800000002
2009-11-26;2009-11-26;7.8;13.6;3.8;74.0;0.1;918.2;77.596861
2009-11-27;2009-11-27;6.7;10.9;3.0;93.0;0.1;915.9;77.452179
2009-11-28;2009-11-28;4.6;10.1;1.9;89.0;0.0;915.6;77.336566
2009-11-29;2009-11-29;4.3;7.3;1.9;87.0;4.1;903.4;77.192215
2009-11-30;2009-11-30;1.5;6.5;-1.6;97.0;0.0;901.1;77.105693
2009-12-01;2009-12-01;2.1;8.2;-3.2;66.0;0.0;910.5;76.961636
2009-12-02;2009-12-02;4.3;10.5;-0.6;73.0;0.3;913.1;76.846524
2009-12-03;2009-12-03;5.7;10.4;2.6;95.0;0.0;908.6;76.645359
2009-12-04;2009-12-04;3.6;7.3;1.3;96.0;0.0;911.8;76.530569
2009-12-05;2009-12-05;4.8;10.4;2.7;95.0;0.0;916.4;76.415898
2009-12-06;2009-12-06;7.0;15.9;2.7;85.0;0.0;915.7;76.272725
2009-12-07;2009-12-07;6.6;10.4;4.5;92.0;0.0;914.9;76.15831899999998
2009-12-08;2009-12-08;6.2;10.9;4.0;96.0;0.0;918.9;76.044032
2009-12-09;2009-12-09;7.2;13.1;4.6;90.0;0.0;923.1;75.958395
2009-12-10;2009-12-10;8.7;14.8;5.5;76.0;0.0;924.3;75.815813
2009-12-11;2009-12-11;8.0;15.7;4.4;68.0;0.0;918.0;75.673416
2009-12-12;2009-12-12;4.1;6.3;1.3;93.0;0.0;911.9;75.559632
2009-12-13;2009-12-13;-0.4;4.5;-2.8;92.0;0.0;907.0;75.417567
2009-12-14;2009-12-14;2.7;4.9;-0.1;68.0;0.0;901.8;75.304048
2009-12-15;2009-12-15;-2.1;1.9;-5.5;91.0;0.0;904.7;75.133989
2009-12-16;2009-12-16;-3.5;-0.2;-6.3;92.0;0.0;905.2;74.992475
2009-12-17;2009-12-17;-2.4;2.0;-5.3;91.0;0.0;904.6;74.907653
2009-12-18;2009-12-18;-3.5;1.7;-5.8;91.0;0.0;902.5;74.822898
2009-12-19;2009-12-19;-2.2;2.8;-6.5;37.0;0.0;902.8;74.73820699999997
2009-12-20;2009-12-20;-5.0;2.3;-10.4;57.0;0.0;909.7;74.653582
2009-12-21;2009-12-21;1.4;6.1;-7.7;85.0;15.3;903.1;74.56902099999998
2009-12-22;2009-12-22;5.9;9.6;3.0;93.0;11.4;897.2;74.597201
2009-12-23;2009-12-23;4.4;6.1;2.7;100.0;15.2;897.1;74.625387
2009-12-24;2009-12-24;8.3;9.8;4.6;99.0;14.3;894.2;74.907653
2009-12-25;2009-12-25;4.9;7.7;3.3;99.0;0.1;906.2;77.654786
2009-12-26;2009-12-26;4.0;5.3;3.0;99.0;4.7;906.0;79.877875
2009-12-27;2009-12-27;2.1;5.0;0.4;99.0;0.0;913.3;80.826756
2009-12-28;2009-12-28;5.6;10.4;1.3;85.0;0.2;907.9;81.393742
2009-12-29;2009-12-29;9.0;12.6;5.5;93.0;1.2;906.6;81.813252
2009-12-30;2009-12-30;9.7;13.0;5.7;86.0;1.4;903.8;82.174018
2009-12-31;2009-12-31;6.8;11.3;3.4;83.0;0.4;897.2;83.050536
2010-01-01;2010-01-01;2.6;7.2;-0.6;78.0;0.0;900.0;83.78115600000002
2010-01-02;2010-01-02;1.0;6.9;-2.5;93.0;0.0;914.3;84.270971
2010-01-03;2010-01-03;3.1;7.6;1.1;93.0;0.0;914.5;84.73218299999998
2010-01-04;2010-01-04;3.1;5.2;0.8;98.0;0.8;908.1;85.040737
2010-01-05;2010-01-05;3.9;5.7;0.3;100.0;16.0;900.1;85.319168
2010-01-06;2010-01-06;-1.0;1.3;-2.6;100.0;0.0;901.8;85.691475
2010-01-07;2010-01-07;-1.2;0.1;-3.1;100.0;4.7;899.5;85.940344
2010-01-08;2010-01-08;-0.6;1.8;-3.4;79.0;0.1;895.0;86.314628
2010-01-09;2010-01-09;-3.9;0.3;-7.5;84.0;0.0;900.6;86.470925
2010-01-10;2010-01-10;-5.3;1.0;-8.6;89.0;0.0;908.9;86.627423
2010-01-11;2010-01-11;-2.6;3.1;-5.4;84.0;0.0;911.4;86.75276600000002
2010-01-12;2010-01-12;-2.5;1.9;-6.4;95.0;1.8;908.3;86.878238
2010-01-13;2010-01-13;1.1;5.5;-1.0;99.0;0.0;906.9;86.972425
2010-01-14;2010-01-14;4.0;6.1;1.4;96.0;16.1;899.0;87.066684
2010-01-15;2010-01-15;4.7;11.2;0.7;75.0;0.0;915.9;87.318392
2010-01-16;2010-01-16;3.2;7.0;0.2;89.0;0.0;917.8;87.696908
2010-01-17;2010-01-17;6.1;9.2;3.6;89.0;0.0;920.7;88.013211
2010-01-18;2010-01-18;5.9;7.6;5.4;98.0;0.0;920.8;88.298562
2010-01-19;2010-01-19;5.5;6.4;4.5;100.0;0.5;916.6;88.520948
2010-01-20;2010-01-20;4.5;5.6;2.2;100.0;3.8;914.5;88.807448
2010-01-21;2010-01-21;2.5;8.1;-0.8;93.0;0.0;918.4;89.030731
2010-01-22;2010-01-22;4.6;11.4;0.6;73.0;0.0;918.1;89.19046
2010-01-23;2010-01-23;3.2;6.4;0.6;86.0;0.0;918.0;89.350392
2010-01-24;2010-01-24;4.8;8.2;2.6;88.0;0.0;919.1;89.478483
2010-01-25;2010-01-25;2.4;4.4;-0.2;99.0;4.8;919.2;89.606703
2010-01-26;2010-01-26;1.4;8.2;-3.5;79.0;0.0;917.8;89.702954
2010-01-27;2010-01-27;0.2;7.6;-4.9;81.0;0.0;916.6;89.767161
2010-01-28;2010-01-28;-1.8;3.4;-3.5;94.0;0.0;911.3;89.831401
2010-01-29;2010-01-29;0.4;5.4;-3.4;87.0;0.0;900.6;89.863534
2010-01-30;2010-01-30;1.3;7.4;-2.3;81.0;0.0;899.0;89.895674
2010-01-31;2010-01-31;0.1;5.8;-2.3;92.0;0.7;903.9;89.92782199999998
2010-02-01;2010-02-01;-0.3;6.3;-3.0;87.0;0.8;914.3;89.895674
2010-02-02;2010-02-02;-0.3;6.0;-3.6;86.0;0.0;920.0;89.895674
2010-02-03;2010-02-03;3.2;11.3;-2.2;66.0;0.0;916.9;89.959979
2010-02-04;2010-02-04;4.8;8.9;1.0;78.0;5.9;912.1;89.959979
2010-02-05;2010-02-05;5.2;10.3;0.4;83.0;2.5;911.3;89.992144
2010-02-06;2010-02-06;4.2;11.9;-0.7;72.0;0.0;912.8;89.992144
2010-02-07;2010-02-07;5.3;12.9;0.9;62.0;0.0;911.2;89.992144
2010-02-08;2010-02-08;3.2;5.8;0.6;91.0;12.6;901.6;89.992144
2010-02-09;2010-02-09;2.0;3.6;-1.5;100.0;17.6;896.3;90.02431700000002
2010-02-10;2010-02-10;0.0;7.0;-3.7;50.0;0.0;899.7;90.153089
2010-02-11;2010-02-11;-5.2;-1.8;-8.5;43.0;0.0;899.0;90.217524
2010-02-12;2010-02-12;-3.7;4.2;-8.6;60.0;0.0;905.1;90.217524
2010-02-13;2010-02-13;-2.8;5.2;-7.0;81.0;0.0;906.8;90.249754
2010-02-14;2010-02-14;-3.8;2.3;-7.3;87.0;0.0;906.0;90.249754
2010-02-15;2010-02-15;-1.4;2.5;-6.0;84.0;1.7;902.2;90.281992
2010-02-16;2010-02-16;2.9;5.2;0.0;97.0;7.0;895.6;90.281992
2010-02-17;2010-02-17;5.1;7.8;3.3;99.0;2.2;893.3;90.378754
2010-02-18;2010-02-18;5.1;11.4;2.7;91.0;2.8;899.3;90.572498
2010-02-19;2010-02-19;3.2;5.6;-0.1;98.0;14.3;894.2;90.863663
2010-02-20;2010-02-20;1.5;8.1;-2.0;85.0;0.0;904.8;91.317889
2010-02-21;2010-02-21;1.3;5.9;-2.4;87.0;1.0;903.1;91.708485
2010-02-22;2010-02-22;3.9;8.5;-0.3;97.0;0.9;899.7;91.969524
2010-02-23;2010-02-23;6.6;13.0;2.4;83.0;0.1;902.6;92.198352
2010-02-24;2010-02-24;7.0;11.6;3.3;70.0;0.0;907.1;92.42757
2010-02-25;2010-02-25;7.8;14.6;4.3;75.0;0.0;905.4;92.657177
2010-02-26;2010-02-26;7.4;14.0;2.1;61.0;0.0;907.8;92.854291
2010-02-27;2010-02-27;6.4;10.5;1.9;84.0;1.8;906.3;93.084618
2010-02-28;2010-02-28;8.0;12.2;3.8;74.0;0.0;904.9;93.315332
2010-03-01;2010-03-01;6.1;12.4;1.8;72.0;0.0;912.0;93.744823
2010-03-02;2010-03-02;7.0;14.7;0.6;62.0;2.9;917.8;94.076102
2010-03-03;2010-03-03;3.1;5.7;0.6;98.0;25.6;906.6;94.374921
2010-03-04;2010-03-04;4.2;6.1;3.1;99.0;0.1;908.8;94.94107
2010-03-05;2010-03-05;4.4;10.6;-0.3;62.0;0.0;915.3;95.710575
2010-03-06;2010-03-06;2.7;10.7;-1.7;42.0;0.0;914.5;96.484085
2010-03-07;2010-03-07;0.5;4.1;-1.8;83.0;6.8;909.7;96.990674
2010-03-08;2010-03-08;-1.6;0.5;-3.2;97.0;33.6;901.6;97.498929
2010-03-09;2010-03-09;-3.1;2.4;-6.7;76.0;0.0;902.7;98.145102
2010-03-10;2010-03-10;-3.8;1.9;-8.6;54.0;0.0;906.8;98.622937
2010-03-11;2010-03-11;-3.8;2.6;-8.9;80.0;0.0;910.1;99.067946
2010-03-12;2010-03-12;-1.1;3.9;-5.7;81.0;0.0;913.8;99.548598
2010-03-13;2010-03-13;0.6;7.3;-4.3;81.0;0.0;918.8;99.996233
2010-03-14;2010-03-14;2.4;9.9;-3.0;74.0;0.0;920.6;100.445135
2010-03-15;2010-03-15;2.8;10.4;-2.8;79.0;0.0;921.6;100.964675
2010-03-16;2010-03-16;5.5;13.6;-1.0;66.0;0.0;923.8;101.555522
2010-03-17;2010-03-17;7.4;15.9;1.8;53.0;0.0;926.5;102.25339
2010-03-18;2010-03-18;8.4;16.3;1.7;50.0;0.0;924.5;102.883994
2010-03-19;2010-03-19;10.7;19.6;6.2;68.0;0.0;922.1;103.235349
2010-03-20;2010-03-20;13.2;19.5;5.7;66.0;0.0;919.8;103.622677
2010-03-21;2010-03-21;11.1;15.8;7.9;78.0;9.8;919.7;104.187619
2010-03-22;2010-03-22;9.6;13.1;7.8;98.0;6.3;918.8;104.931914
2010-03-23;2010-03-23;9.7;15.4;6.3;93.0;0.1;917.3;105.965057
2010-03-24;2010-03-24;8.3;14.0;6.4;93.0;0.4;912.5;106.46607
2010-03-25;2010-03-25;7.5;9.7;5.2;100.0;5.3;911.5;106.215377
2010-03-26;2010-03-26;8.4;14.2;4.5;69.0;1.2;914.2;105.786483
2010-03-27;2010-03-27;7.8;14.9;1.6;67.0;0.0;917.3;105.572442
2010-03-28;2010-03-28;9.1;16.5;3.8;66.0;0.0;918.6;105.358668
2010-03-29;2010-03-29;9.2;16.0;4.3;74.0;0.0;908.9;105.323064
2010-03-30;2010-03-30;7.9;13.6;2.6;71.0;1.4;906.0;105.323064
2010-03-31;2010-03-31;6.6;14.0;0.6;66.0;0.0;911.2;105.323064
2010-04-01;2010-04-01;5.7;13.3;2.0;82.0;0.0;914.6;105.216299
2010-04-02;2010-04-02;6.6;13.7;1.4;70.0;0.0;915.9;105.038504
2010-04-03;2010-04-03;8.5;14.6;2.3;57.0;0.1;912.7;104.754411
2010-04-04;2010-04-04;5.9;12.1;1.4;83.0;2.2;917.5;104.470784
2010-04-05;2010-04-05;6.6;15.3;0.4;74.0;0.0;924.5;104.364543
2010-04-06;2010-04-06;10.6;18.0;4.9;47.0;0.0;919.3;104.329144
2010-04-07;2010-04-07;7.0;10.0;2.7;63.0;0.0;916.6;104.293752
2010-04-08;2010-04-08;7.3;12.8;2.9;71.0;0.0;920.0;104.22299
2010-04-09;2010-04-09;10.3;17.4;4.8;59.0;0.0;922.7;104.258367
2010-04-10;2010-04-10;12.0;19.9;6.2;52.0;0.0;920.9;104.258367
2010-04-11;2010-04-11;12.4;21.0;5.9;56.0;0.0;910.9;104.22299
2010-04-12;2010-04-12;4.3;8.4;2.0;97.0;15.2;909.0;104.293752
2010-04-13;2010-04-13;4.8;9.9;0.3;89.0;0.1;911.2;104.470784
2010-04-14;2010-04-14;5.5;9.1;2.3;86.0;0.1;911.6;104.647996
2010-04-15;2010-04-15;7.0;11.8;3.0;70.0;1.7;911.3;104.647996
2010-04-16;2010-04-16;7.8;15.2;3.2;81.0;2.3;913.3;104.577089
2010-04-17;2010-04-17;8.9;16.9;3.2;67.0;0.0;914.8;104.470784
2010-04-18;2010-04-18;9.0;15.0;4.0;77.0;0.0;914.3;104.364543
2010-04-19;2010-04-19;11.0;17.6;6.4;76.0;0.0;915.7;104.258367
2010-04-20;2010-04-20;13.2;21.4;7.2;62.0;0.0;917.6;104.187619
2010-04-21;2010-04-21;13.8;20.5;8.4;66.0;0.0;915.3;104.187619
2010-04-22;2010-04-22;11.6;16.4;7.9;66.0;0.2;910.1;104.187619
2010-04-23;2010-04-23;10.4;16.3;7.3;82.0;1.0;911.4;104.258367
2010-04-24;2010-04-24;13.3;20.2;6.9;79.0;0.8;917.2;104.329144
2010-04-25;2010-04-25;14.8;23.2;9.9;76.0;0.7;922.5;104.399949
2010-04-26;2010-04-26;14.7;23.5;10.5;75.0;1.8;923.8;104.470784
2010-04-27;2010-04-27;14.2;21.5;8.3;70.0;0.0;922.4;104.577089
2010-04-28;2010-04-28;15.5;23.4;9.3;56.0;0.0;923.0;104.718932
2010-04-29;2010-04-29;14.5;22.9;8.1;60.0;0.0;918.9;104.789897
2010-04-30;2010-04-30;14.9;22.0;9.7;50.0;0.0;914.8;104.612539
2010-05-01;2010-05-01;12.2;18.6;8.4;76.0;11.3;911.7;104.329144
2010-05-02;2010-05-02;10.8;15.4;8.2;90.0;1.1;912.0;104.116901
2010-05-03;2010-05-03;5.7;9.1;3.9;96.0;37.0;907.4;104.010876
2010-05-04;2010-05-04;6.0;12.8;1.7;72.0;5.0;901.0;105.85789
2010-05-05;2010-05-05;6.4;14.2;1.0;82.0;0.4;905.2;106.000794
2010-05-06;2010-05-06;6.7;11.2;2.6;85.0;0.0;906.9;104.470784
2010-05-07;2010-05-07;8.3;14.2;3.7;81.0;0.2;907.2;104.435363
2010-05-08;2010-05-08;10.5;16.9;6.4;80.0;1.4;907.8;104.116901
2010-05-09;2010-05-09;10.7;16.6;7.1;85.0;3.9;907.8;104.22299
2010-05-10;2010-05-10;12.4;19.5;6.2;78.0;2.1;906.8;104.293752
2010-05-11;2010-05-11;11.2;17.7;6.4;79.0;0.1;906.3;104.860891
2010-05-12;2010-05-12;9.3;15.8;5.8;90.0;6.9;907.4;105.25188
2010-05-13;2010-05-13;8.2;13.4;3.9;88.0;4.3;908.9;104.931914
2010-05-14;2010-05-14;5.4;10.0;2.6;94.0;2.8;908.7;104.470784
2010-05-15;2010-05-15;8.3;16.0;1.7;60.0;0.0;910.6;104.612539
2010-05-16;2010-05-16;9.2;17.7;1.9;65.0;0.0;918.0;105.074048
2010-05-17;2010-05-17;10.8;18.6;3.4;72.0;0.0;922.8;105.358668
2010-05-18;2010-05-18;13.5;21.5;6.2;70.0;0.0;923.6;105.465521
2010-05-19;2010-05-19;13.9;20.8;7.0;59.0;0.0;921.4;105.501154
2010-05-20;2010-05-20;13.7;22.4;6.6;70.0;0.0;922.7;105.429896
2010-05-21;2010-05-21;16.3;24.7;9.2;59.0;0.0;921.4;105.323064
2010-05-22;2010-05-22;15.1;21.9;10.7;71.0;0.1;919.3;105.180725
2010-05-23;2010-05-23;15.4;22.7;10.2;64.0;0.0;918.3;105.002967
2010-05-24;2010-05-24;16.3;24.9;9.7;50.0;0.0;918.1;104.789897
2010-05-25;2010-05-25;15.8;24.7;9.0;54.0;0.0;916.4;104.541647
2010-05-26;2010-05-26;17.2;24.4;10.1;51.0;0.0;912.3;104.293752
2010-05-27;2010-05-27;15.1;21.7;11.1;74.0;0.0;913.1;104.22299
2010-05-28;2010-05-28;12.7;18.1;10.4;89.0;4.1;916.1;104.293752
2010-05-29;2010-05-29;14.2;20.3;9.4;85.0;0.0;919.8;104.329144
2010-05-30;2010-05-30;16.9;24.4;10.5;76.0;0.0;920.6;104.364543
2010-05-31;2010-05-31;18.2;25.9;11.6;64.0;0.0;917.5;104.399949
2010-06-01;2010-06-01;17.4;26.2;11.9;71.0;0.0;915.7;104.364543
2010-06-02;2010-06-02;16.8;23.2;12.6;81.0;0.0;914.4;104.399949
2010-06-03;2010-06-03;17.8;25.0;12.0;71.0;0.0;913.5;104.470784
2010-06-04;2010-06-04;19.5;26.8;13.0;58.0;0.0;918.1;104.577089
2010-06-05;2010-06-05;21.1;29.0;14.5;52.0;0.0;919.9;104.577089
2010-06-06;2010-06-06;15.8;21.2;12.5;77.0;2.6;918.6;104.612539
2010-06-07;2010-06-07;16.4;24.2;11.8;82.0;0.0;915.8;104.506212
2010-06-08;2010-06-08;17.4;25.9;12.8;75.0;0.0;910.5;104.329144
2010-06-09;2010-06-09;13.8;16.0;12.9;97.0;31.9;906.0;104.010876
2010-06-10;2010-06-10;14.7;19.7;11.2;89.0;11.4;906.9;103.622677
2010-06-11;2010-06-11;12.6;17.1;8.6;93.0;7.5;911.8;103.94023
2010-06-12;2010-06-12;14.6;22.5;8.0;78.0;0.0;913.4;104.258367
2010-06-13;2010-06-13;14.8;23.0;11.3;79.0;18.1;915.6;104.647996
2010-06-14;2010-06-14;13.7;20.8;8.9;84.0;28.0;914.3;105.002967
2010-06-15;2010-06-15;12.3;18.1;8.8;86.0;0.1;912.3;104.612539
2010-06-16;2010-06-16;12.7;20.0;7.7;79.0;1.0;912.1;105.323064
2010-06-17;2010-06-17;13.1;21.1;8.4;85.0;25.2;914.4;104.577089
2010-06-18;2010-06-18;13.7;22.0;9.1;86.0;10.6;915.1;104.010876
2010-06-19;2010-06-19;13.8;19.9;9.6;87.0;0.1;910.8;104.081552
2010-06-20;2010-06-20;12.8;19.0;6.9;49.0;0.0;910.2;103.834314
2010-06-21;2010-06-21;14.4;22.0;8.7;52.0;0.0;915.2;103.657931
2010-06-22;2010-06-22;14.1;22.5;7.0;75.0;0.0;918.6;103.657931
2010-06-23;2010-06-23;16.8;24.6;10.0;79.0;0.0;918.4;103.657931
2010-06-24;2010-06-24;18.7;25.8;13.7;69.0;0.0;917.9;103.587429
2010-06-25;2010-06-25;20.3;27.0;14.3;56.0;0.0;916.3;103.446511
2010-06-26;2010-06-26;20.2;27.7;15.4;56.0;0.0;916.1;103.200181
2010-06-27;2010-06-27;19.2;27.6;13.4;67.0;11.0;918.8;103.059581
2010-06-28;2010-06-28;19.2;25.8;13.8;69.0;0.4;920.5;102.954207
2010-06-29;2010-06-29;19.3;26.9;15.5;71.0;1.8;921.0;102.778728
2010-06-30;2010-06-30;20.8;26.4;16.4;68.0;0.0;920.3;102.743655
2010-07-01;2010-07-01;22.1;29.7;17.3;65.0;0.0;918.3;102.708588
2010-07-02;2010-07-02;22.2;29.7;16.4;58.0;0.0;917.8;102.498342
2010-07-03;2010-07-03;21.9;28.7;15.4;63.0;0.0;919.8;102.25339
2010-07-04;2010-07-04;18.7;25.9;14.6;85.0;14.8;922.1;101.938982
2010-07-05;2010-07-05;21.6;28.4;15.2;70.0;0.0;921.6;101.72971
2010-07-06;2010-07-06;21.3;28.3;16.4;76.0;0.0;921.7;101.869195
2010-07-07;2010-07-07;22.4;30.1;15.9;70.0;0.0;920.5;101.869195
2010-07-08;2010-07-08;25.1;32.4;18.8;65.0;0.0;921.5;101.799438
2010-07-09;2010-07-09;24.1;30.3;18.7;64.0;0.0;921.2;101.694858
